ISO,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",37.4990985793611,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",2.04649938970465,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",58.8183981955712,CTS
HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",1.2265393682341,CTS
HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",1.45842818813541,CTS
IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",2.04352712782262,CTS
ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",0,CTS
ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",4.92448475418398,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",53.1881561592038,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",10.6470104668472,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",75.6930646229539,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",9.90810235069728,CTS
LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",5.71693907226735,CTS
LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",13.149886159557,CTS
LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",27.7312089546595,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",11.0621968999341,CTS
MLT,Malta,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",6.70943934247495,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",21.7174719776744,CTS
NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",2.92594434853849,CTS
OMN,Oman,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",0.705498167688978,CTS
SGP,Singapore,Asia,South-eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",0.275579647340725,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",71.5107511224016,CTS
SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",3.33819690076236,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",4.75809073679035,CTS
SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",1.6975478920699,CTS
SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",9.32278488626202,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",18.1154111532324,CTS/NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",18.6333750366013,CTS
USA,United States of America,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",8.06170262402452,CTS/NSO
UZB,Uzbekistan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",3.6656194386972,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",36.8561688012531,NGO/CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.88211785740027,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.800142196698956,CTS
AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.685408397737924,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.42494332318427,CTS
BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.725368634606884,CTS
BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.271749653349348,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",2.24122281116577,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.709383053991588,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.638876089183908,CTS
CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.225384110870952,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.145398641879752,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.66747647352812,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.357039889389042,CTS
CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.170802434105488,CTS
DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.5785928280526,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.575061315912809,CTS
ESP,Spain,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.428308880789957,CTS
FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.989253736658677,CTS
FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.88033715608875,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.192070005675669,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.910757871983873,CTS
HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.565710851041262,CTS
IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.176262857273795,CTS
ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.383474514414502,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.56086596843929,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.89462822150234,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",4.94498701940907,CTS
LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.859402735560755,CTS
LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",2.6893235774919,CTS
LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",4.09848663381047,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.13299407092729,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",2.49312313535165,CTS
NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.385848243956411,CTS
OMN,Oman,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.467755289142932,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",3.53061000498123,CTS
SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.681942636349316,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.68625533278249,CTS
SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.471175819256956,CTS
SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.99647779286228,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,CTS/NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.48261485817306,CTS
USA,United States of America,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",1.44000516671382,CTS/NSO
UZB,Uzbekistan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.572560605540096,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0,NGO/CTS
ALB,Albania,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",3.3725612166702,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",3.96751865946067,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",11.5520129382545,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.53689935251711,CTS
AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.58089722834134,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",3.28862690754536,CTS
BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.75481990534,CTS
BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",6.38914660712526,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.76418719075656,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.41010509513274,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.11259869356897,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",7.1130079132213,CTS
CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.29272237377956,CTS
CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.835097476752974,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.14645245071209,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",7.29198929857892,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.84320775437528,CTS
CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.570669580885993,CTS
DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.42312884467152,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0,CTS
DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.67795651743481,CTS
ESP,Spain,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.31807473093871,CTS
FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.26316454526423,CTS
FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.02952630384085,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",6.80132852617211,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",19.1340952182157,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.622585923083245,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",44.0972973943685,CTS
HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.946158831683075,CTS
HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.843663821058904,CTS
IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.215978989563895,CTS
ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.98824127060019,CTS
ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.23480425025165,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",11.5088297069454,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",8.43839469586619,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",5.97193191997611,CTS
LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",6.9355137011342,CTS
LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",7.10766934445289,CTS
LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",16.2475071869014,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.31869883053263,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",18.0413675356592,CTS
NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.09907723307307,CTS
OMN,Oman,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.832350697093709,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",19.8391892006791,CTS
SRB,Serbia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.91065313601045,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",5.92674542652811,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",4.621836699417,CTS
SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.3071553684871,CTS
SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.95629826602913,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",2.11294389429646,CTS/NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",10.2862139018181,CTS
USA,United States of America,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",3.25986796506583,CTS/NSO
UZB,Uzbekistan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",3.63584029571501,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0,NGO/CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.431395776721625,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.206151817619961,CTS
AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.0984917466378611,CTS
BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.42438679291325,CTS
BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.685866822495609,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.568484229181575,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.102456851257626,CTS
CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.106094604558885,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.166409563890456,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.454688991593028,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.333927672414031,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.339090525302087,CTS
ESP,Spain,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.166721839245691,CTS
FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.380831602929738,CTS
FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.360860797345989,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.298464697595568,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.753187158535541,CTS
HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.203542659997252,CTS
IRL,Ireland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.426158458499624,CTS
ISL,Iceland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.0978540878125809,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",1.18587621428783,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",1.37112750468505,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",5.80416739218759,CTS
LKA,Sri Lanka,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.934580358662429,CTS
LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.902227147714132,CTS
